[,X0,]=,17,22,,,,,,,,,,,,,,,,,
1.07482828,1.2423439,1.35512072,1.54201434,1.67068719,1.81004136,1.9547442,2.150315,2.28593471,2.3629,0.80614,0.8146,0.8223,0.8323,0.8424,0.85419,0.87,0.898,0.928,0.954,0.983,2.5019
0.06831033,0.08168058,0.0906476,0.10100737,0.11134897,0.11499806,0.1218392,0.124526,0.1343911,0.1318,0.3281,0.3297,0.3265,0.328,0.3291,0.33021,0.334,0.335,0.337,0.337,0.337,0.1353
0.95815101,1.15055298,1.29500601,1.45002302,1.60018207,1.75028634,1.94926012,2.249006,2.42219771,2.6927,0.25987,0.2679,0.2876,0.3105,0.3322,0.35499,0.385,0.435,0.455,0.551,0.591,2.767
0.12085958,0.14049305,0.15037642,0.16623757,0.18672129,0.20254111,0.22263708,0.267518,0.2914735,0.3436,0.10474,0.106,0.1066,0.1086,0.1102,0.11245,0.115,0.119,0.127,0.133,0.1405,0.3482
0.12089743,0.12757412,0.14250138,0.15659049,0.17165113,0.18680251,0.20809729,0.235097,0.25120504,0.2694,0.52411,0.5294,0.5329,0.54,0.5466,0.55046,0.559,0.565,0.569,0.572,0.575,0.2731
0.56515223,0.65802823,0.66130223,0.70101725,0.74415994,0.80039186,0.86300002,0.939853,0.99358845,1.0751,0.37089,0.3748,0.3777,0.3816,0.3856,0.38897,0.4,0.42,0.437,0.461,0.4725,1.0816
0.15704191,0.18306373,0.18803941,0.20001764,0.20827636,0.22400243,0.24187806,0.269025,0.29004073,0.3147,0.39228,0.3937,0.3918,0.393,0.3934,0.39141,0.394,0.396,0.399,0.4,0.4015,0.3201
0.1405063,0.17002272,0.18602206,0.20600069,0.22589897,0.23800243,0.25844327,0.280688,0.30083928,0.3065,0.77777,0.7921,0.7852,0.8042,0.819,0.82296,0.835,0.839,0.848,0.854,0.86,0.31
0.14920857,0.1745313,0.19361785,0.21601686,0.23490313,0.244563,0.26367435,0.290407,0.30921768,0.3252,0.74717,0.7613,0.7489,0.7577,0.7724,0.78584,0.799,0.804,0.811,0.818,0.8235,0.3279
0.1085868,0.13244142,0.14623503,0.1660072,0.18450647,0.197001,0.2084019,0.211001,0.22018012,0.2249,0.42241,0.4269,0.4276,0.4298,0.4337,0.43827,0.444,0.446,0.45,0.454,0.456,0.2311
0.17299543,0.20930808,0.23675499,0.26783541,0.30003674,0.31400306,0.34121671,0.383058,0.41030532,0.4177,0.33728,0.343,0.3419,0.3434,0.3485,0.35707,0.364,0.369,0.381,0.39,0.398,0.4221
0.06128522,0.07075366,0.074598,0.08000148,0.08858389,0.09597781,0.10455668,0.107543,0.11102133,0.1187,0.51475,0.5176,0.5214,0.525,0.5286,0.54379,0.551,0.55,0.548,0.546,0.544,0.1208
0.04650789,0.05505542,0.06104079,0.06717548,0.07169931,0.07620631,0.08284882,0.085091,0.09203183,0.108,0.34498,0.3472,0.3472,0.3525,0.3591,0.35896,0.362,0.363,0.356,0.357,0.3565,0.1124
0.04751396,0.05792866,0.06152596,0.06803296,0.07689506,0.08100793,0.08987162,0.094616,0.10060027,0.108,0.35839,0.3668,0.3551,0.361,0.3653,0.36641,0.373,0.373,0.373,0.373,0.3725,0.1103
0.06398389,0.07668241,0.0887033,0.10398362,0.11685491,0.12500077,0.12707564,0.131145,0.13503149,0.1292,0.28281,0.2846,0.2825,0.2851,0.2894,0.29212,0.296,0.297,0.3,0.301,0.302,0.136
0.10881841,0.10030326,0.10250321,0.10930403,0.11977408,0.1277857,0.13877104,0.146934,0.15651949,0.1698,0.41347,0.4165,0.4057,0.4098,0.4123,0.41851,0.432,0.437,0.443,0.446,0.449,0.1777
0.42464527,0.47353949,0.50101727,0.54900207,0.58813173,0.62750737,0.68276868,0.758209,0.8278592,0.9482,0.18177,0.1848,0.187,0.1889,0.1914,0.19501,0.201,0.211,0.232,0.251,0.265,0.965
0.18506521,0.21931985,0.24410432,0.26389329,0.28230069,0.30100326,0.3202778,0.343031,0.36327013,0.3101,0.14918,0.1507,0.152,0.1541,0.1561,0.15868,0.161,0.17,0.177,0.183,0.191,0.3152
0.05592431,0.06472168,0.07066543,0.07803423,0.08502208,0.09101099,0.09768303,0.101276,0.1067279,0.1081,0.26089,0.2628,0.2648,0.2672,0.2688,0.2728,0.274,0.276,0.276,0.276,0.2755,0.1097
0.04222848,0.04813671,0.05404494,0.0602299,0.06640048,0.07131416,0.07783051,0.080356,0.08491284,0.0922,0.2852,0.2861,0.287,0.2903,0.2942,0.29893,0.301,0.3,0.301,0.301,0.3015,0.1002
[,YD,]=,17,22,,,,,,,,,,,,,,,,,
1.2423439,1.35512072,1.54201434,1.67068719,1.81004136,1.9547442,2.150315,2.28593471,2.3629,2.5019,0.8146,0.8223,0.8323,0.8424,0.85419,0.87,0.898,0.928,0.954,0.983,1.012,2.8232
0.08168058,0.0906476,0.10100737,0.11134897,0.11499806,0.1218392,0.124526,0.1343911,0.1318,0.1353,0.3297,0.3265,0.328,0.3291,0.33021,0.334,0.335,0.337,0.337,0.337,0.337,0.1554
1.15055298,1.29500601,1.45002302,1.60018207,1.75028634,1.94926012,2.249006,2.42219771,2.6927,2.767,0.2679,0.2876,0.3105,0.3322,0.35499,0.385,0.435,0.455,0.551,0.591,0.631,3.0665
0.14049305,0.15037642,0.16623757,0.18672129,0.20254111,0.22263708,0.267518,0.2914735,0.3436,0.3482,0.106,0.1066,0.1086,0.1102,0.11245,0.115,0.119,0.127,0.133,0.1405,0.148,0.3882
0.12757412,0.14250138,0.15659049,0.17165113,0.18680251,0.20809729,0.235097,0.25120504,0.2694,0.2731,0.5294,0.5329,0.54,0.5466,0.55046,0.559,0.565,0.569,0.572,0.575,0.578,0.293
0.65802823,0.66130223,0.70101725,0.74415994,0.80039186,0.86300002,0.939853,0.99358845,1.0751,1.0816,0.3748,0.3777,0.3816,0.3856,0.38897,0.4,0.42,0.437,0.461,0.4725,0.484,1.2157
0.18306373,0.18803941,0.20001764,0.20827636,0.22400243,0.24187806,0.269025,0.29004073,0.3147,0.3201,0.3937,0.3918,0.393,0.3934,0.39141,0.394,0.396,0.399,0.4,0.4015,0.403,0.3601
0.17002272,0.18602206,0.20600069,0.22589897,0.23800243,0.25844327,0.280688,0.30083928,0.3065,0.31,0.7921,0.7852,0.8042,0.819,0.82296,0.835,0.839,0.848,0.854,0.86,0.866,0.356
0.1745313,0.19361785,0.21601686,0.23490313,0.244563,0.26367435,0.290407,0.30921768,0.3252,0.3279,0.7613,0.7489,0.7577,0.7724,0.78584,0.799,0.804,0.811,0.818,0.8235,0.829,0.3698
0.13244142,0.14623503,0.1660072,0.18450647,0.197001,0.2084019,0.211001,0.22018012,0.2249,0.2311,0.4269,0.4276,0.4298,0.4337,0.43827,0.444,0.446,0.45,0.454,0.456,0.458,0.265
0.20930808,0.23675499,0.26783541,0.30003674,0.31400306,0.34121671,0.383058,0.41030532,0.4177,0.4221,0.343,0.3419,0.3434,0.3485,0.35707,0.364,0.369,0.381,0.39,0.398,0.406,0.4977
0.07075366,0.074598,0.08000148,0.08858389,0.09597781,0.10455668,0.107543,0.11102133,0.1187,0.1208,0.5176,0.5214,0.525,0.5286,0.54379,0.551,0.55,0.548,0.546,0.544,0.542,0.1308
0.05505542,0.06104079,0.06717548,0.07169931,0.07620631,0.08284882,0.085091,0.09203183,0.108,0.1124,0.3472,0.3472,0.3525,0.3591,0.35896,0.362,0.363,0.356,0.357,0.3565,0.356,0.1288
